"date","location","category","payment_location","payment_status","payment_mode","membership_product","gross_member_count","gross_amount"
"2024-07-20","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","26","15300.0"
"2024-07-20","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2024-07-20","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2024-07-20","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","3","0.0"
"2024-07-20","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2024-07-20","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","92","19550.0"
"2024-07-20","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","1050.0"
"2024-07-20","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","9","1550.0"
"2024-07-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","400.0"
"2024-07-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2024-07-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2400.0"
"2024-07-21","JAP","CORPORATE","POINT OF SALES","FREE","BOTH","6 MONTH","1","0.0"
"2024-07-21","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","5","1150.0"
"2024-07-21","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","24","16800.0"
"2024-07-21","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2024-07-21","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","2","0.0"
"2024-07-21","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","1","0.0"
"2024-07-21","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","18","0.0"
"2024-07-21","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","2","300.0"
"2024-07-21","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","138","27500.0"
"2024-07-21","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","1","4200.0"
"2024-07-21","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","11","2450.0"
"2024-07-21","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","450.0"
"2024-07-21","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","420.0"
"2024-07-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","650.0"
"2024-07-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","800.0"
"2024-07-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2100.0"
"2024-07-22","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","16","3200.0"
"2024-07-22","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","18","9900.0"
"2024-07-22","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","4","0.0"
"2024-07-22","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2024-07-22","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","8","0.0"
"2024-07-22","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","3","650.0"
"2024-07-22","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","95","18250.0"
"2024-07-22","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","1350.0"
"2024-07-22","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","15","3450.0"
"2024-07-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","200.0"
"2024-07-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1200.0"
"2024-07-23","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","5","1700.0"
"2024-07-23","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","27","16350.0"
"2024-07-23","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2024-07-23","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","9","0.0"
"2024-07-23","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","86","16100.0"
"2024-07-23","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","1050.0"
"2024-07-23","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","1950.0"
"2024-07-23","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","3500.0"
"2024-07-24","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","12","3200.0"
"2024-07-24","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","14","8700.0"
"2024-07-24","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","2","0.0"
"2024-07-24","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","2","0.0"
"2024-07-24","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","10","0.0"
"2024-07-24","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2024-07-24","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","98","18650.0"
"2024-07-24","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","2","900.0"
"2024-07-24","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","12","2400.0"
"2024-07-25","AHP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","1","2400.0"
"2024-07-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","700.0"
"2024-07-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2400.0"
"2024-07-25","JAP","CORPORATE","POINT OF SALES","FREE","BOTH","6 MONTH","1","0.0"
"2024-07-25","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","9","2350.0"
"2024-07-25","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","39","25350.0"
"2024-07-25","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","2","0.0"
"2024-07-25","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","2","0.0"
"2024-07-25","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","100","20400.0"
"2024-07-25","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","3100.0"
"2024-07-25","JWM","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1085.0"
"2024-07-26","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","8","2200.0"
"2024-07-26","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","14","10500.0"
"2024-07-26","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","2","0.0"
"2024-07-26","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","5","0.0"
"2024-07-26","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2024-07-26","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","48","9200.0"
"2024-07-26","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","2","2100.0"
"2024-07-26","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","600.0"
"2024-07-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","100.0"
"2024-07-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2024-07-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2400.0"
"2024-07-27","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","3","650.0"
"2024-07-27","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","13","7650.0"
"2024-07-27","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","3","0.0"
"2024-07-27","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","7","0.0"
"2024-07-27","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","83","16000.0"
"2024-07-27","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","2","900.0"
"2024-07-27","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","1450.0"
"2024-07-27","JWM","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","1085.0"
"2024-07-27","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","420.0"
"2024-07-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","2500.0"
"2024-07-28","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","7","1450.0"
"2024-07-28","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","1","4200.0"
"2024-07-28","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","30","20400.0"
"2024-07-28","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2024-07-28","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","6","0.0"
"2024-07-28","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2024-07-28","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","161","31050.0"
"2024-07-28","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","5","4650.0"
"2024-07-28","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","1","900.0"
"2024-07-28","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","3150.0"
"2024-07-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","38","4100.0"
"2024-07-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2024-07-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2024-07-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2100.0"
"2024-07-29","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","4","1200.0"
"2024-07-29","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","16","10800.0"
"2024-07-29","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","2","0.0"
"2024-07-29","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","7","0.0"
"2024-07-29","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","3","650.0"
"2024-07-29","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","160","31050.0"
"2024-07-29","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","12","3200.0"
"2024-07-29","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","450.0"
"2024-07-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","26","2600.0"
"2024-07-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2024-07-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2400.0"
"2024-07-30","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","1","350.0"
"2024-07-30","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","19","12150.0"
"2024-07-30","JAP","DIRECT","POINT OF SALES","FREE","CARD","6 MONTH","1","0.0"
"2024-07-30","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","2","0.0"
"2024-07-30","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","7","0.0"
"2024-07-30","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","161","28150.0"
"2024-07-30","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","2","2100.0"
"2024-07-30","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","800.0"
"2024-07-30","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2024-07-30","JWM","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1085.0"
"2024-07-30","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","1890.0"
"2024-07-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","1300.0"
"2024-07-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","3","6600.0"
"2024-07-31","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","1","350.0"
"2024-07-31","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","2","900.0"
"2024-07-31","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","2","0.0"
"2024-07-31","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2024-07-31","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","112","23950.0"
"2024-07-31","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","1950.0"
"2024-07-31","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","950.0"
"2024-08-01","AHP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","1","2400.0"
"2024-08-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","12","1450.0"
"2024-08-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2024-08-01","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","16","3600.0"
"2024-08-01","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","41","25500.0"
"2024-08-01","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","5","0.0"
"2024-08-01","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","138","30200.0"
"2024-08-01","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","1","1800.0"
"2024-08-01","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","2550.0"
"2024-08-01","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","420.0"
"2024-08-01","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","1890.0"
"2024-08-02","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","8","1400.0"
"2024-08-02","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","10","5100.0"
"2024-08-02","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2024-08-02","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","100","20550.0"
"2024-08-02","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","1700.0"
"2024-08-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","1600.0"
"2024-08-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","3","6600.0"
"2024-08-03","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","12","2800.0"
"2024-08-03","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","41","26850.0"
"2024-08-03","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","8","7200.0"
"2024-08-03","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2024-08-03","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2024-08-03","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","114","25300.0"
"2024-08-03","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","1950.0"
"2024-08-03","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","500.0"
"2024-08-03","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1800.0"
"2024-08-03","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","840.0"
"2024-08-03","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","1890.0"
"2024-08-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","39","4450.0"
"2024-08-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","4","4650.0"
"2024-08-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","4800.0"
"2024-08-04","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","11","2850.0"
"2024-08-04","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","32","22200.0"
"2024-08-04","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","1","900.0"
"2024-08-04","JAP","DIRECT","POINT OF SALES","FREE","CARD","6 MONTH","1","0.0"
"2024-08-04","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2024-08-04","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","8","0.0"
"2024-08-04","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","152","30050.0"
"2024-08-04","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","14","2900.0"
"2024-08-04","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","2100.0"
"2024-08-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","133","14100.0"
"2024-08-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2024-08-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","4800.0"
"2024-08-05","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","10","3100.0"
"2024-08-05","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","24","12600.0"
"2024-08-05","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2024-08-05","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2024-08-05","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","6","0.0"
"2024-08-05","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","158","29450.0"
"2024-08-05","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","1050.0"
"2024-08-05","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","11","2500.0"
"2024-08-05","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","450.0"
"2024-08-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","64","10550.0"
"2024-08-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2024-08-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1200.0"
"2024-08-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","6","13800.0"
"2024-08-06","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","22","6500.0"
"2024-08-06","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","26","23850.0"
"2024-08-06","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","3","0.0"
"2024-08-06","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","2","0.0"
"2024-08-06","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","1","0.0"
"2024-08-06","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","8","0.0"
"2024-08-06","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","120","25000.0"
"2024-08-06","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","4","2400.0"
"2024-08-06","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","1800.0"
"2024-08-06","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","450.0"
"2024-08-06","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","420.0"
"2024-08-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","42","5000.0"
"2024-08-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2024-08-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","5","12000.0"
"2024-08-07","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","8","2200.0"
"2024-08-07","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","72","40950.0"
"2024-08-07","JAP","CORPORATE","POINT OF SALES","PAID","CARD","1 MONTH","1","150.0"
"2024-08-07","JAP","DIRECT","POINT OF SALES","FREE","CARD","6 MONTH","1","0.0"
"2024-08-07","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","5","0.0"
"2024-08-07","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","2","300.0"
"2024-08-07","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","100","20200.0"
"2024-08-07","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","2550.0"
"2024-08-07","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","1450.0"
"2024-08-07","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","450.0"
"2024-08-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","25","3300.0"
"2024-08-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","2","2250.0"
"2024-08-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","7","16500.0"
"2024-08-08","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","9","1750.0"
"2024-08-08","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","26","16050.0"
"2024-08-08","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2024-08-08","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","116","21400.0"
"2024-08-08","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","14","2900.0"
"2024-08-08","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","12","7200.0"
"2024-08-09","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","1600.0"
"2024-08-09","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","12","2400.0"
"2024-08-09","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","17","8250.0"
"2024-08-09","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","1","0.0"
"2024-08-09","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","2","0.0"
"2024-08-09","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2024-08-09","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","78","14450.0"
"2024-08-09","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","450.0"
"2024-08-09","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","1","900.0"
"2024-08-09","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","1450.0"
"2024-08-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","19","2450.0"
"2024-08-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","9","20100.0"
"2024-08-10","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","16","4200.0"
"2024-08-10","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","20","13200.0"
"2024-08-10","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2024-08-10","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2024-08-10","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","101","19900.0"
"2024-08-10","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","1950.0"
"2024-08-10","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","1100.0"
"2024-08-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","55","6600.0"
"2024-08-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1200.0"
"2024-08-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2400.0"
"2024-08-11","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","17","3750.0"
"2024-08-11","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","30","18900.0"
"2024-08-11","JAP","DIRECT","POINT OF SALES","FREE","CARD","6 MONTH","1","0.0"
"2024-08-11","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","5","0.0"
"2024-08-11","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","5","0.0"
"2024-08-11","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","130","26200.0"
"2024-08-11","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","2","900.0"
"2024-08-11","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","1150.0"
"2024-08-11","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","1890.0"
"2024-08-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","18","2350.0"
"2024-08-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2024-08-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1200.0"
"2024-08-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","3","7200.0"
"2024-08-12","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","18","3500.0"
"2024-08-12","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","22","13050.0"
"2024-08-12","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","4","0.0"
"2024-08-12","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2024-08-12","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","97","20950.0"
"2024-08-12","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","1950.0"
"2024-08-12","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","16","3600.0"
"2024-08-12","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","4","2400.0"
"2024-08-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","300.0"
"2024-08-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","5","11700.0"
"2024-08-13","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","17","2950.0"
"2024-08-13","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","30","19650.0"
